T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-001
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-010
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-014
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-045
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-063
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-100
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-110
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-123
T,T-de,T-de-AAC,T-de-AAC-AAG,T-de-AAC-AAG-143
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-012
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-074
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-080
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-105
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-115
T,T-de,T-de-AAC,T-de-AAC-SPD,T-de-AAC-SPD-133
T,T-de,T-de-DES,T-de-DES-AAG,T-de-DES-AAG-064
T,T-de,T-de-DES,T-de-DES-AAG,T-de-DES-AAG-116
T,T-de,T-de-DES,T-de-DES-AAG,T-de-DES-AAG-131
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-015
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-020
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-032
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-059
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-062
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-088
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-095
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-109
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-122
T,T-de,T-de-MOB,T-de-MOB-AAG,T-de-MOB-AAG-149
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-044
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-049
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-075
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-114
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-119
T,T-en,T-en-AAC,T-en-AAC-AAG,T-en-AAC-AAG-141
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-004
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-011
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-026
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-048
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-067
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-126
T,T-en,T-en-AAC,T-en-AAC-SPD,T-en-AAC-SPD-140
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-016
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-024
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-042
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-069
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-082
T,T-en,T-en-DES,T-en-DES-AAG,T-en-DES-AAG-102
T,T-en,T-en-MOB,T-en-MOB-AAG,T-en-MOB-AAG-018
T,T-en,T-en-MOB,T-en-MOB-AAG,T-en-MOB-AAG-022
T,T-en,T-en-MOB,T-en-MOB-AAG,T-en-MOB-AAG-101
T,T-en,T-en-MOB,T-en-MOB-AAG,T-en-MOB-AAG-124
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-029
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-046
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-070
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-087
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-098
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-104
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-111
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-112
T,T-fr,T-fr-AAC,T-fr-AAC-AAG,T-fr-AAC-AAG-142
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-025
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-027
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-035
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-077
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-084
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-097
T,T-fr,T-fr-AAC,T-fr-AAC-SPD,T-fr-AAC-SPD-130
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-023
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-043
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-051
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-058
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-061
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-091
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-093
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-094
T,T-fr,T-fr-DES,T-fr-DES-AAG,T-fr-DES-AAG-136
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-006
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-030
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-066
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-117
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-120
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-121
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-135
T,T-fr,T-fr-MOB,T-fr-MOB-AAG,T-fr-MOB-AAG-147
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-038
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-047
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-055
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-076
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-099
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-128
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-132
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-134
T,T-ja,T-ja-AAC,T-ja-AAC-AAG,T-ja-AAC-AAG-137
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-013
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-034
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-050
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-060
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-078
T,T-ja,T-ja-AAC,T-ja-AAC-SPD,T-ja-AAC-SPD-106
T,T-ja,T-ja-DES,T-ja-DES-AAG,T-ja-DES-AAG-079
T,T-ja,T-ja-DES,T-ja-DES-AAG,T-ja-DES-AAG-081
T,T-ja,T-ja-DES,T-ja-DES-AAG,T-ja-DES-AAG-113
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-065
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-073
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-092
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-127
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-129
T,T-ja,T-ja-MOB,T-ja-MOB-AAG,T-ja-MOB-AAG-144
T,T-ru,T-ru-AAC,T-ru-AAC-AAG,T-ru-AAC-AAG-008
T,T-ru,T-ru-AAC,T-ru-AAC-AAG,T-ru-AAC-AAG-145
T,T-ru,T-ru-AAC,T-ru-AAC-AAG,T-ru-AAC-AAG-146
T,T-ru,T-ru-AAC,T-ru-AAC-SPD,T-ru-AAC-SPD-000
T,T-ru,T-ru-AAC,T-ru-AAC-SPD,T-ru-AAC-SPD-090
T,T-ru,T-ru-AAC,T-ru-AAC-SPD,T-ru-AAC-SPD-148
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-003
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-007
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-017
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-041
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-071
T,T-ru,T-ru-DES,T-ru-DES-AAG,T-ru-DES-AAG-072
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-002
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-040
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-083
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-086
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-103
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-107
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-118
T,T-ru,T-ru-MOB,T-ru-MOB-AAG,T-ru-MOB-AAG-125
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-021
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-033
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-037
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-052
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-057
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-085
T,T-zh,T-zh-AAC,T-zh-AAC-AAG,T-zh-AAC-AAG-108
T,T-zh,T-zh-AAC,T-zh-AAC-SPD,T-zh-AAC-SPD-039
T,T-zh,T-zh-AAC,T-zh-AAC-SPD,T-zh-AAC-SPD-096
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-009
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-019
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-053
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-054
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-056
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-068
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-089
T,T-zh,T-zh-DES,T-zh-DES-AAG,T-zh-DES-AAG-139
T,T-zh,T-zh-MOB,T-zh-MOB-AAG,T-zh-MOB-AAG-005
T,T-zh,T-zh-MOB,T-zh-MOB-AAG,T-zh-MOB-AAG-028
T,T-zh,T-zh-MOB,T-zh-MOB-AAG,T-zh-MOB-AAG-031
T,T-zh,T-zh-MOB,T-zh-MOB-AAG,T-zh-MOB-AAG-036
T,T-zh,T-zh-MOB,T-zh-MOB-AAG,T-zh-MOB-AAG-138
